Order ID,Order Number,Total Price Due,Date,Employee ID,Customer ID,Order Satisfied,Items Ordered
100728,728,2.05,10/10/2022,871008,829,True,['Fruit Cup Small']
100729,729,22.93,10/10/2022,721405,696,True,"['Grilled Market Salad w/ Grilled Filet', 'Chick-fil-A Chicken Deluxe Sandwich - Combo', 'Grilled Market Salad w/ Chick-n-Strips']"
100730,730,2.45,10/10/2022,669838,800,True,['Coca-Cola']
100731,731,13.41,10/10/2022,486708,995,True,"['Chicken Biscuit', 'Chick-n-Strips - Combo 3 Pc.', 'Sprite', 'Freshly Brewed Iced Tea Sweetened']"
100732,732,10.08,10/10/2022,871851,7,True,"['English Muffin', 'Breakfast Filets', 'Nuggets - 4 Pc.', 'Chocolate Fudge Brownie']"
100733,733,6.70,10/10/2022,865465,901,True,"['Frosted Lemonade', 'Waffle Potato Fries - Medium']"
100734,734,15.29,10/10/2022,865465,460,True,"['Grilled Nuggets - 6 Pc.', 'Dr Pepper', 'Grilled Market Salad w/ Grilled Filet']"
100735,735,3.64,10/10/2022,871851,735,True,['Egg White Grill']
100736,736,4.09,10/10/2022,871008,275,True,['Chick-n-Strips 2 Pc.']
100737,737,14.89,10/10/2022,908714,845,True,"['Grilled Chicken Cool Wrap - Combo', 'Grilled Chicken Cool Wrap', 'Waffle Potato Fries - Small']"
100738,738,1.99,10/10/2022,748375,493,True,['1% Chocolate Milk']
100739,739,9.44,10/10/2022,150541,484,True,"['Iced Coffee', 'Grilled Chicken Club Sandwich']"
100740,740,20.17,10/10/2022,486708,62,True,"['Chicken, Egg, & Cheese Muffin', 'Bacon, Egg, & Cheese Muffin', 'Dasani Bottled Water', 'Strawberry Milkshake', 'Greek Yogurt Parfait']"
100741,741,11.14,10/10/2022,908714,975,True,"['Chocolate Milkshake', 'Chick-fil-A Chicken Sandwich - Combo']"
100742,742,7.65,10/10/2022,727301,139,True,"['Chicken Biscuit', 'Spicy Chicken Biscuit', 'Sunjoy (1/2 Sweet Tea, 1/2 Lemonade)']"
100743,743,6.34,10/10/2022,738176,791,True,"['English Muffin', 'Grilled Chicken Sandwich']"
100744,744,14.73,10/10/2022,106478,972,True,"['Spicy Chicken Sandwich - Combo', 'Grilled Nuggets - 6 Pc.', 'Spicy Chicken Deluxe Sandwich']"
100745,745,8.34,10/10/2022,415480,50,True,"['Chicken, Egg, & Cheese Muffin', 'Chick-fil-A Chicken Sandwich']"
100746,746,4.78,10/10/2022,727301,550,True,"['Waffle Potato Chips', 'Breakfast Filets']"
100747,747,15.29,10/10/2022,528785,999,True,"['Frosted Coffee', 'Grilled Chicken Club Sandwich', 'Grilled Nuggets - 6 Pc.']"
100748,748,8.15,10/10/2022,150541,639,True,['Grilled Chicken Cool Wrap - Combo']
100749,749,15.62,10/10/2022,669838,404,True,"['1/2 Lemonade, 1/2 Diet Lemonade', 'Cookies & Cream Milkshake', 'Hash Brown Scramble Bowl', 'English Muffin']"
100750,750,20.86,10/10/2022,150541,591,True,"['Hash Brown Scramble Burrito', '1/2 Lemonade, 1/2 Diet Lemonade', 'Vanilla Milkshake', 'Grilled Market Salad']"
100751,751,15.14,10/10/2022,669838,984,True,"['Bacon, Egg, & Cheese Biscuit', 'Chick-fil-A Nuggets 8 Pc.', 'Chick-n-Strips 3 Pc.', 'Grilled Chicken Sandwich']"
100752,752,19.52,10/10/2022,748375,81,True,"['Honest Kids Apple Juice', 'Grilled Market Salad w/ Grilled Nuggets', 'Nuggets - 6 Pc.', 'Chicken, Egg, & Cheese Muffin']"
100753,753,15.29,10/10/2022,738176,712,True,"['Greek Yogurt Parfait', 'Grilled Market Salad w/ Spicy Filet', 'Sausage, Egg, & Cheese Biscuit']"
100754,754,14.18,10/10/2022,908714,485,True,"['Sunjoy (1/2 Sweet Tea, 1/2 Lemonade)', 'Dr Pepper', 'Diet Lemonade', 'Chick-fil-A Nuggets - Combo 8 Pc.']"
100755,755,17.49,10/10/2022,106478,256,True,"['Grilled Market Salad w/ Spicy Filet', 'Chick-fil-A Nuggets 8 Pc.', 'Chick-n-Strips - Combo 3 Pc.']"
100756,756,3.35,10/10/2022,274617,526,True,['Chick-n-Strips 3 Pc.']
100757,757,14.54,10/10/2022,150541,883,True,"['Fruit Cup Small', 'Freshly Brewed Iced Tea Unsweetened', 'Grilled Market Salad w/ Grilled Nuggets', 'Waffle Potato Fries - Large']"
100758,758,12.78,10/10/2022,706968,407,True,"['Grilled Market Salad', 'Hash Brown Scramble Burrito']"
100759,759,9.85,10/10/2022,871851,775,True,"['Freshly Brewed Iced Tea Sweetened', 'Nuggets - 6 Pc.', 'Nuggets - 4 Pc.']"
100760,760,20.23,10/10/2022,727301,431,True,"['Spicy Chicken Deluxe Sandwich - Combo', 'Fruit Cup Medium', 'Strawberry Milkshake', 'Chick-n-Strips 1 Pc.', 'Diet Coke']"
100761,761,14.13,10/10/2022,714610,545,True,"['Grilled Chicken Club Sandwich', 'Spicy Chicken Deluxe Sandwich', 'Sausage, Egg, & Cheese Biscuit']"
100762,762,5.05,10/10/2022,748375,584,True,['Frosted Coffee']
100763,763,3.89,10/10/2022,669838,807,True,['Spicy Chicken Deluxe Sandwich']
100764,764,9.73,10/10/2022,865465,888,True,"['Spicy Chicken Deluxe Sandwich', 'Chick-fil-A Nuggets (Grilled) 8 Pc.', 'Honest Kids Apple Juice']"
100765,765,3.05,10/10/2022,150541,228,True,['Chick-fil-A Chicken Sandwich']
100766,766,17.55,10/10/2022,493194,246,True,"['Waffle Potato Fries - Large', 'Fruit Cup Small', 'Bacon, Egg, & Cheese Biscuit', 'Bacon, Egg, & Cheese Muffin', 'Grilled Nuggets - 6 Pc.']"
100767,767,4.39,10/10/2022,865465,821,True,['Grilled Chicken Sandwich']
100768,768,9.39,10/10/2022,493194,8,True,"['Nuggets - 6 Pc.', 'Dr Pepper', '1/2 Lemonade, 1/2 Diet Lemonade']"
100769,769,8.00,10/10/2022,528785,815,True,"['Chick-n-Strips 3 Pc.', 'Bacon, Egg, & Cheese Muffin']"
100770,770,11.53,10/10/2022,528785,946,True,"['Frosted Lemonade', 'Diet Lemonade', 'Simply Orange']"
100771,771,11.54,10/10/2022,150541,53,True,"['Bacon, Egg, & Cheese Biscuit', 'Grilled Chicken Sandwich - Combo']"
100772,772,10.60,10/10/2022,748375,584,True,"['Grilled Nuggets - 6 Pc.', 'Chick-fil-A Nuggets - Combo 8 Pc.']"
100773,773,12.74,10/10/2022,528785,23,True,"['Grilled Chicken Club Sandwich - Combo', 'Bacon, Egg, & Cheese Biscuit']"
100774,774,15.12,10/10/2022,721405,140,True,"['Breakfast Filets', 'Simply Orange', 'Grilled Nuggets - 4 Pc.', 'Hash Brown Scramble Bowl']"
100775,775,13.67,10/10/2022,706968,836,True,"['Simply Orange', 'Chocolate Chunk Cookie', 'Grilled Market Salad w/ Grilled Filet']"
100776,776,5.29,10/10/2022,493194,142,True,"['Chicken, Egg, & Cheese Muffin']"
100777,777,26.85,10/10/2022,528785,771,True,"['Nuggets - 6 Pc.', 'Spicy Southwest Salad', 'Greek Yogurt Parfait', 'Chick-fil-A Chicken Sandwich - Combo', 'Dr Pepper']"
100778,778,13.83,10/10/2022,486708,829,True,"['Bacon, Egg, & Cheese Muffin', 'Grilled Market Salad', 'Honest Kids Apple Juice']"
100779,779,7.10,10/10/2022,528785,525,True,"['Grilled Nuggets - 6 Pc.', 'Greek Yogurt Parfait']"
100780,780,22.87,10/10/2022,486708,893,True,"['Frosted Coffee', 'Strawberry Milkshake', 'Chick-fil-A Chicken Sandwich - Combo', 'Hash Browns', 'Chicken, Egg, & Cheese Biscuit']"
100781,781,2.26,10/10/2022,714610,725,True,['Chicken Biscuit']
100782,782,12.50,10/10/2022,738176,187,True,"['Chick-fil-A Chicken Deluxe Sandwich - Combo', 'Chick-fil-A Nuggets - Combo 8 Pc.']"
100783,783,16.77,10/10/2022,706968,864,True,"['Fruit Cup Medium', 'Chick-n-Strips 2 Pc.', 'Chicken, Egg, & Cheese Biscuit', 'Fruit Cup Small', 'Diet Lemonade']"
100784,784,2.75,10/10/2022,748375,218,True,['Fruit Cup Medium']
100785,785,21.03,10/10/2022,528785,557,True,"['Vanilla Milkshake', 'Grilled Chicken Sandwich - Combo', 'Buddy Fruits Apple Sauce', 'Chick-n-Strips 3 Pc.', 'Dr Pepper']"
100786,786,5.05,10/10/2022,669838,612,True,['Frosted Coffee']
100787,787,11.83,10/10/2022,699912,543,True,"['Chick-n-Strips 1 Pc.', '1% Chocolate Milk', 'Spicy Chicken Deluxe Sandwich - Combo']"
100788,788,28.43,10/10/2022,871008,359,True,"['Spicy Southwest Salad', 'Vanilla Milkshake', 'Dasani Bottled Water', '1/2 Sweet Tea, 1/2 Unsweet Tea', 'Chick-n-Strips - Combo 3 Pc.']"
100789,789,17.04,10/10/2022,738176,405,True,"['Frosted Lemonade', 'Hash Brown Scramble Bowl', 'Chick-fil-A Chicken Sandwich', 'Nuggets - 4 Pc.']"
100790,790,18.91,10/10/2022,871851,254,True,"['Chicken, Egg, & Cheese Muffin', 'Chick-n-Minis', 'Sunjoy (1/2 Sweet Tea, 1/2 Diet Lemonade)', 'Dr Pepper', 'Spicy Chicken Sandwich']"
100791,791,12.83,10/10/2022,727301,882,True,"['Iced Coffee', 'Sunjoy (1/2 Unsweet Tea, 1/2 Lemonade)', 'Spicy Chicken Biscuit', 'Simply Orange']"
100792,792,5.19,10/10/2022,714610,89,True,['Strawberry Milkshake']
100793,793,11.54,10/10/2022,150541,912,True,"['Chick-fil-A Nuggets - Combo 8 Pc.', 'Hash Brown Scramble Bowl']"
100794,794,2.89,10/10/2022,699912,266,True,['Lemonade']
100795,795,2.89,10/10/2022,738176,627,True,"['Sunjoy (1/2 Unsweet Tea, 1/2 Diet Lemonade)']"
100796,796,3.75,10/10/2022,721405,5,True,['Grilled Nuggets - 4 Pc.']
100797,797,33.02,10/10/2022,528785,898,True,"['Grilled Market Salad w/ Nuggets', 'Chick-fil-A Chicken Sandwich - Combo', 'Gallon Beverage', 'Spicy Chicken Sandwich']"
100798,798,15.68,10/10/2022,669838,471,True,"['Greek Yogurt Parfait', 'Buddy Fruits Apple Sauce', 'Vanilla Milkshake', 'Waffle Potato Fries - Small', 'Egg White Grill']"
100799,799,18.63,10/10/2022,727301,705,True,"['Chick-n-Strips - Combo 3 Pc.', 'Grilled Chicken Sandwich - Combo', 'Cookies & Cream Milkshake']"
100800,800,23.03,10/10/2022,274617,691,True,"['Frosted Coffee', 'Greek Yogurt Parfait', 'Fruit Cup Small', 'Grilled Market Salad w/ Grilled Nuggets', 'Chicken, Egg, & Cheese Muffin']"
100801,801,2.59,10/10/2022,871008,542,True,['Dasani Bottled Water']
100802,802,4.35,10/10/2022,871008,996,True,"['Bacon, Egg, & Cheese Biscuit']"
100803,803,14.27,10/10/2022,908714,850,True,"['Kale Crunch', 'Spicy Chicken Sandwich', 'Grilled Market Salad w/ Chick-n-Strips']"
100804,804,16.34,10/10/2022,908714,651,True,"['Spicy Chicken Sandwich', 'Bacon, Egg, & Cheese Muffin', 'Frosted Coffee', 'Chick-n-Strips 3 Pc.']"
100805,805,3.05,10/10/2022,871851,284,True,['Chick-fil-A Chicken Sandwich']
100806,806,3.68,10/10/2022,106478,71,True,"['Hash Browns', '1% Chocolate Milk']"
100807,807,8.40,10/10/2022,699912,287,True,"['Frosted Lemonade', 'Chick-n-Strips 3 Pc.']"
100808,808,18.02,10/10/2022,669838,146,True,"['Greek Yogurt Parfait', 'Breakfast Filets', 'Chocolate Milkshake', 'Grilled Market Salad w/ Chick-n-Strips']"
100809,809,17.32,10/10/2022,865465,777,True,"['Chick-fil-A Nuggets 8 Pc.', 'Sunjoy (1/2 Sweet Tea, 1/2 Diet Lemonade)', 'Spicy Chicken Sandwich - Combo', 'Chocolate Milkshake']"
100810,810,5.59,10/10/2022,727301,283,True,['Hash Brown Scramble Bowl']
100811,811,11.84,10/10/2022,669838,4,True,"['Waffle Potato Fries - Small', 'Chicken Soup', 'Frosted Lemonade', 'Waffle Potato Chips']"
100812,812,2.45,10/10/2022,738176,182,True,['Greek Yogurt Parfait']
100813,813,11.60,10/10/2022,871851,436,True,"['Chick-n-Minis', 'Bacon, Egg, & Cheese Biscuit', 'Chicken Biscuit']"
100814,814,10.18,10/10/2022,727301,814,True,"['Honest Kids Apple Juice', 'Grilled Market Salad w/ Chick-n-Strips']"
100815,815,3.85,10/10/2022,699912,695,True,['Iced Coffee']
100816,816,4.25,10/10/2022,871851,839,True,['Fruit Cup Large']
100817,817,14.83,10/10/2022,748375,216,True,"['Fruit Cup Small', 'Fruit Cup Large', 'Chick-fil-A Nuggets 8 Pc.', 'Chocolate Fudge Brownie', 'Sunjoy (1/2 Unsweet Tea, 1/2 Diet Lemonade)']"
100818,818,27.97,10/10/2022,106478,165,True,"['Breakfast Filets', 'Gallon Beverage', 'Sprite', '1/2 Sweet Tea, 1/2 Unsweet Tea', 'Chicken, Egg, & Cheese Muffin']"
100819,819,8.19,10/10/2022,528785,571,True,['Grilled Market Salad w/ Nuggets']
100820,820,19.37,10/10/2022,486708,522,True,"['Lemonade', 'Spicy Chicken Deluxe Sandwich', 'Chocolate Milkshake', 'Fruit Cup Medium', 'Bacon, Egg, & Cheese Muffin']"
100821,821,26.13,10/10/2022,528785,523,True,"['Chick-fil-A Chicken Deluxe Sandwich', 'Hash Brown Scramble Burrito', 'Grilled Chicken Club Sandwich - Combo', 'Iced Coffee', 'Bacon, Egg, & Cheese Muffin']"
100822,822,8.19,10/10/2022,106478,487,True,['Grilled Market Salad w/ Chick-n-Strips']
100823,823,12.84,10/10/2022,486708,753,True,"['Grilled Market Salad w/ Chick-fil-A Filet', 'Sausage, Egg, & Cheese Biscuit']"
100824,824,14.21,10/10/2022,106478,768,True,"['Spicy Southwest Salad', 'Chicken Biscuit']"
100825,825,6.74,10/10/2022,528785,383,True,"['Sunjoy (1/2 Sweet Tea, 1/2 Lemonade)', 'Iced Coffee']"
100826,826,25.62,10/10/2022,669838,40,True,"['Grilled Chicken Cool Wrap - Combo', 'Chick-n-Strips 2 Pc.', 'Grilled Market Salad w/ Spicy Grilled Filet', 'Vanilla Milkshake']"
100827,827,4.35,10/10/2022,714610,815,True,"['Bacon, Egg, & Cheese Biscuit']"
100828,828,1.85,10/10/2022,669838,614,True,['Waffle Potato Fries - Large']
100829,829,13.22,10/10/2022,486708,753,True,"['Spicy Chicken Deluxe Sandwich', 'Simply Orange', 'Freshly Brewed Iced Tea Unsweetened', 'Spicy Chicken Sandwich']"
100830,830,8.19,10/10/2022,486708,985,True,['Grilled Market Salad w/ Spicy Filet']
100831,831,21.83,10/10/2022,721405,480,True,"['Grilled Chicken Club Sandwich - Combo', 'Grilled Nuggets - 4 Pc.', 'Grilled Market Salad', 'Spicy Chicken Biscuit']"
100832,832,16.52,10/10/2022,106478,550,True,"['Hash Browns', 'Strawberry Milkshake', 'Grilled Chicken Sandwich - Combo', 'Freshly Brewed Iced Tea Sweetened']"
100833,833,11.95,10/10/2022,714610,650,True,['Spicy Southwest Salad']
100834,834,25.88,10/10/2022,706968,472,True,"['Sunjoy (1/2 Unsweet Tea, 1/2 Lemonade)', 'Grilled Market Salad w/ Grilled Filet', 'Buddy Fruits Apple Sauce', 'Spicy Southwest Salad']"
100835,835,14.40,10/10/2022,727301,722,True,"['Fruit Cup Large', 'Fruit Cup Small', 'Chick-n-Strips 1 Pc.', 'Frosted Lemonade']"
100836,836,3.59,10/10/2022,738176,235,True,['Simply Orange']
100837,837,15.18,10/10/2022,486708,82,True,"['Fruit Cup Medium', 'Cookies & Cream Milkshake', 'Chocolate Fudge Brownie', 'Sausage, Egg, & Cheese Biscuit']"
100838,838,13.04,10/10/2022,871008,460,True,"['Chick-n-Strips - Combo 3 Pc.', 'Spicy Chicken Deluxe Sandwich - Combo']"
100839,839,4.60,10/10/2022,274617,471,True,"['Waffle Potato Fries - Large', 'Fruit Cup Medium']"
100840,840,6.84,10/10/2022,150541,248,True,"['Breakfast Filets', 'Grilled Nuggets - 6 Pc.']"
100841,841,3.75,10/10/2022,699912,694,True,['Grilled Nuggets - 4 Pc.']
100842,842,17.97,10/10/2022,871851,707,True,"['Spicy Chicken Sandwich - Combo', 'Chick-fil-A Nuggets 8 Pc.', 'Lemonade', '1% Chocolate Milk', 'Chick-fil-A Nuggets (Grilled) 8 Pc.']"
100843,843,7.24,10/10/2022,274617,739,True,"['Strawberry Milkshake', 'Fruit Cup Small']"
100844,844,17.94,10/10/2022,486708,590,True,"['1% Chocolate Milk', 'Vanilla Milkshake', 'Chicken Biscuit', 'Sausage, Egg, & Cheese Biscuit', 'Chick-fil-A Nuggets (Grilled) 8 Pc.']"
100845,845,22.52,10/10/2022,669838,638,True,"['Grilled Market Salad w/ Chick-n-Strips', 'Chick-n-Minis', 'Hash Brown Scramble Burrito', 'Grilled Nuggets - 4 Pc.']"
100846,846,18.47,10/10/2022,748375,251,True,"['Coca-Cola', 'Sunjoy (1/2 Sweet Tea, 1/2 Lemonade)', 'Diet Lemonade', 'Vanilla Milkshake', 'Frosted Lemonade']"
100847,847,31.67,10/10/2022,274617,414,True,"['Coca-Cola', 'Spicy Chicken Deluxe Sandwich', 'Cookies & Cream Milkshake', 'Grilled Market Salad w/ Nuggets', 'Spicy Southwest Salad']"
100848,848,16.18,10/10/2022,486708,566,True,"['Chick-n-Strips 1 Pc.', 'Bacon, Egg, & Cheese Biscuit', 'Cookies & Cream Milkshake', 'Simply Orange']"
100849,849,7.04,10/10/2022,908714,77,True,"['Chicken Soup', 'Grilled Chicken Sandwich']"
100850,850,3.64,10/10/2022,493194,732,True,['Egg White Grill']
100851,851,5.29,10/10/2022,871008,583,True,"['Chicken, Egg, & Cheese Muffin']"
100852,852,21.53,10/10/2022,486708,412,True,"['Grilled Chicken Sandwich', 'Chick-fil-A Chicken Deluxe Sandwich', 'Bacon, Egg, & Cheese Muffin', 'Chick-fil-A Nuggets - Combo 8 Pc.', 'Sunjoy (1/2 Unsweet Tea, 1/2 Diet Lemonade)']"
100853,853,6.34,10/10/2022,528785,535,True,"['Grilled Nuggets - 6 Pc.', 'Hash Browns']"
100854,854,25.13,10/10/2022,908714,152,True,"['Grilled Market Salad w/ Spicy Grilled Filet', 'Grilled Nuggets - 4 Pc.', 'Bacon, Egg, & Cheese Biscuit', 'Chick-fil-A Chicken Sandwich - Combo', 'Sunjoy (1/2 Unsweet Tea, 1/2 Diet Lemonade)']"
100855,855,1.99,10/10/2022,721405,992,True,['Honest Kids Apple Juice']
100856,856,16.34,10/10/2022,727301,443,True,"['Grilled Market Salad w/ Chick-n-Strips', 'Grilled Chicken Cool Wrap - Combo']"
100857,857,8.19,10/10/2022,748375,195,True,['Grilled Market Salad w/ Nuggets']
100858,858,22.73,10/10/2022,150541,778,True,"['Autumn Spice Milkshake', 'Chicken Soup', 'Diet Coke', 'Grilled Market Salad w/ Chick-fil-A Filet', 'Iced Coffee']"
100859,859,22.33,10/10/2022,493194,387,True,"['Grilled Market Salad w/ Chick-fil-A Filet', 'Grilled Market Salad w/ Grilled Filet', 'Chick-fil-A Nuggets - Combo 8 Pc.']"
100860,860,1.89,10/10/2022,706968,46,True,['Chocolate Chunk Cookie']
100861,861,6.84,10/10/2022,865465,208,True,"['Grilled Chicken Sandwich', '1/2 Sweet Tea, 1/2 Unsweet Tea']"
100862,862,19.37,10/10/2022,727301,767,True,"['1/2 Sweet Tea, 1/2 Unsweet Tea', 'Lemonade', 'Grilled Chicken Club Sandwich - Combo', 'Waffle Potato Chips', 'Chick-n-Strips 1 Pc.']"
100863,863,23.39,10/10/2022,706968,21,True,"['Grilled Market Salad w/ Grilled Nuggets', 'Iced Coffee', 'Fruit Cup Medium', 'Chick-fil-A Chicken Deluxe Sandwich - Combo', 'Fruit Cup Small']"
100864,864,17.34,10/10/2022,865465,605,True,"['Nuggets - 6 Pc.', 'Grilled Chicken Sandwich - Combo', 'Dr Pepper', 'Chick-fil-A Chicken Deluxe Sandwich']"
100865,865,26.69,10/10/2022,908714,700,True,"['Waffle Potato Fries - Medium', 'Grilled Market Salad w/ Chick-n-Strips', '1/2 Sweet Tea, 1/2 Unsweet Tea', 'Spicy Southwest Salad', 'Dr Pepper']"
100866,866,13.25,10/10/2022,727301,988,True,"['Frosted Coffee', 'Chick-n-Strips - Combo 3 Pc.', 'English Muffin']"
100867,867,7.54,10/10/2022,721405,490,True,"['Sunjoy (1/2 Unsweet Tea, 1/2 Diet Lemonade)', 'Sausage, Egg, & Cheese Biscuit']"
100868,868,23.03,10/10/2022,528785,674,True,"['Spicy Southwest Salad', 'Grilled Market Salad w/ Spicy Filet', 'Sunjoy (1/2 Unsweet Tea, 1/2 Diet Lemonade)']"
100869,869,17.23,10/10/2022,727301,988,True,"['Chick-fil-A Chicken Deluxe Sandwich', 'Grilled Chicken Cool Wrap', 'Grilled Chicken Club Sandwich - Combo']"
100870,870,13.48,10/10/2022,493194,204,True,"['Sunjoy (1/2 Sweet Tea, 1/2 Lemonade)', 'Chick-n-Strips 1 Pc.', 'Sunjoy (1/2 Sweet Tea, 1/2 Diet Lemonade)', 'Grilled Nuggets - 6 Pc.']"
100871,871,29.13,10/10/2022,274617,239,True,"['Grilled Chicken Cool Wrap - Combo', 'Chick-fil-A Nuggets (Grilled) 8 Pc.', 'Nuggets - 4 Pc.', 'Hash Brown Scramble Bowl', 'Grilled Market Salad w/ Grilled Nuggets']"
100872,872,4.95,10/10/2022,908714,7,True,"['Freshly Brewed Iced Tea Unsweetened', 'Spicy Chicken Biscuit']"
100873,873,13.96,10/10/2022,727301,515,True,"['1% Chocolate Milk', 'Chick-n-Strips 2 Pc.', 'Sunjoy (1/2 Sweet Tea, 1/2 Diet Lemonade)', 'Chick-n-Minis']"
100874,874,19.77,10/10/2022,714610,593,True,"['Honest Kids Apple Juice', 'Chicken, Egg, & Cheese Biscuit', 'Fruit Cup Large', 'Bacon, Egg, & Cheese Muffin', 'Spicy Chicken Deluxe Sandwich']"
100875,875,17.92,10/10/2022,669838,910,True,"['Kale Crunch', 'Sunjoy (1/2 Sweet Tea, 1/2 Lemonade)', 'Grilled Market Salad w/ Grilled Nuggets', 'Nuggets - 6 Pc.']"
100876,876,14.43,10/10/2022,274617,282,True,"['Chocolate Milkshake', 'Vanilla Milkshake', 'Nuggets - 6 Pc.']"
100877,877,11.08,10/10/2022,415480,374,True,"['Sunjoy (1/2 Unsweet Tea, 1/2 Diet Lemonade)', 'Grilled Market Salad w/ Spicy Filet']"
100878,878,1.99,10/10/2022,721405,769,True,['1% Chocolate Milk']
100879,879,6.19,10/10/2022,865465,818,True,['Spicy Chicken Sandwich - Combo']
100880,880,15.87,10/10/2022,908714,696,True,"['Hash Brown Scramble Burrito', 'Chicken, Egg, & Cheese Biscuit', 'Chicken, Egg, & Cheese Muffin']"
100881,881,20.48,10/10/2022,528785,643,True,"['Chick-n-Strips 1 Pc.', 'Spicy Chicken Biscuit', 'Chocolate Chunk Cookie', 'Grilled Nuggets - 6 Pc.', 'Grilled Chicken Club Sandwich - Combo']"
100882,882,5.05,10/10/2022,706968,174,True,['Frosted Coffee']
100883,883,2.89,10/10/2022,706968,935,True,"['Sunjoy (1/2 Sweet Tea, 1/2 Lemonade)']"
100884,884,2.65,10/10/2022,908714,146,True,['Chicken Soup']
100885,885,9.25,10/10/2022,415480,938,True,"['Bacon, Egg, & Cheese Biscuit', 'Coca-Cola', 'Freshly Brewed Iced Tea Sweetened']"
100886,886,5.19,10/10/2022,669838,669,True,['Vanilla Milkshake']
100887,887,16.78,10/10/2022,865465,997,True,"['Frosted Lemonade', 'Chicken, Egg, & Cheese Muffin', 'Iced Coffee', 'Chocolate Fudge Brownie']"
100888,888,21.13,10/10/2022,274617,671,True,"['Grilled Nuggets - 6 Pc.', 'Chick-n-Minis', 'Frosted Lemonade', 'Breakfast Filets', 'Fruit Cup Large']"
100889,889,13.38,10/10/2022,727301,695,True,"['Grilled Market Salad w/ Grilled Filet', 'Strawberry Milkshake']"
100890,890,9.44,10/10/2022,486708,212,True,"['Hash Brown Scramble Burrito', 'Chick-fil-A Nuggets (Grilled) 8 Pc.']"
100891,891,26.61,10/10/2022,748375,662,True,"['Grilled Chicken Sandwich - Combo', 'Grilled Chicken Club Sandwich', 'Chick-n-Strips - Combo 3 Pc.', 'Hash Brown Scramble Bowl', 'Honest Kids Apple Juice']"
100892,892,22.89,10/10/2022,106478,678,True,"['Chick-n-Strips 3 Pc.', 'Chocolate Milkshake', 'Grilled Chicken Cool Wrap - Combo', 'Coca-Cola', 'Grilled Nuggets - 4 Pc.']"
100893,893,12.08,10/10/2022,871851,629,True,"['Sunjoy (1/2 Sweet Tea, 1/2 Diet Lemonade)', 'Chick-fil-A Nuggets (Grilled) 8 Pc.', 'Diet Lemonade', 'Freshly Brewed Iced Tea Sweetened']"
100894,894,27.42,10/10/2022,714610,583,True,"['Sunjoy (1/2 Unsweet Tea, 1/2 Diet Lemonade)', 'Grilled Market Salad w/ Spicy Filet', 'Grilled Market Salad w/ Spicy Grilled Filet', 'Grilled Chicken Cool Wrap - Combo']"
100895,895,11.78,10/10/2022,493194,361,True,"['Hash Browns', 'Chick-fil-A Nuggets - Combo 8 Pc.', 'Waffle Potato Fries - Small', 'Dasani Bottled Water']"
100896,896,22.27,10/10/2022,871008,280,True,"['1/2 Sweet Tea, 1/2 Unsweet Tea', 'Grilled Market Salad w/ Chick-n-Strips', 'Simply Orange', 'Autumn Spice Milkshake', 'Greek Yogurt Parfait']"
100897,897,2.89,10/10/2022,727301,419,True,"['Sunjoy (1/2 Unsweet Tea, 1/2 Diet Lemonade)']"
100898,898,18.64,10/10/2022,150541,754,True,"['Chicken Biscuit', 'Grilled Market Salad w/ Grilled Nuggets', 'Grilled Market Salad w/ Spicy Grilled Filet']"
100899,899,11.08,10/10/2022,865465,125,True,"['Grilled Market Salad w/ Nuggets', '1/2 Lemonade, 1/2 Diet Lemonade']"
100900,900,30.88,10/10/2022,706968,989,True,"['Grilled Chicken Cool Wrap - Combo', 'Waffle Potato Chips', 'Spicy Southwest Salad', 'Grilled Market Salad w/ Spicy Filet']"
100901,901,15.76,10/10/2022,150541,477,True,"['Diet Lemonade', 'Kale Crunch', 'Grilled Chicken Club Sandwich - Combo', 'Hash Browns']"
100902,902,22.47,10/10/2022,106478,97,True,"['Grilled Market Salad w/ Grilled Nuggets', 'Frosted Coffee', 'Sunjoy (1/2 Sweet Tea, 1/2 Diet Lemonade)', 'Bacon, Egg, & Cheese Biscuit', 'Honest Kids Apple Juice']"
100903,903,19.86,10/10/2022,150541,4,True,"['Breakfast Filets', 'Grilled Market Salad w/ Chick-n-Strips', 'Grilled Chicken Club Sandwich', 'Spicy Chicken Deluxe Sandwich']"
100904,904,15.27,10/10/2022,727301,414,True,"['Vanilla Milkshake', 'Grilled Chicken Sandwich - Combo', '1/2 Lemonade, 1/2 Diet Lemonade']"
100905,905,30.62,10/10/2022,486708,211,True,"['Gallon Beverage', 'Grilled Market Salad w/ Spicy Grilled Filet', 'Coca-Cola', 'Grilled Chicken Sandwich']"
100906,906,17.34,10/10/2022,274617,676,True,"['Diet Coke', 'Sausage, Egg, & Cheese Biscuit', 'Frosted Coffee', 'Cookies & Cream Milkshake']"
100907,907,26.17,10/10/2022,908714,652,True,"['Waffle Potato Fries - Small', 'Simply Orange', 'Grilled Market Salad w/ Spicy Filet', 'Grilled Nuggets - 6 Pc.', 'Grilled Market Salad w/ Grilled Filet']"
100908,908,20.03,10/10/2022,714610,208,True,"['Grilled Chicken Cool Wrap - Combo', 'Diet Lemonade', '1/2 Sweet Tea, 1/2 Unsweet Tea', 'Waffle Potato Fries - Small', 'Chick-n-Minis']"
